timestamp,building_id,meter_reading,airTemperature,cloudCoverage,dewTemperature,seaLvlPressure,windSpeed,hour,day_of_week,month,day_of_year,sqm,yearbuilt,climate_zone
2016-01-01 00:00:00,Fox_lodging_Helen,296.72,7.2,0.0,-5.6,1017.3,0.0,0,5,1,1,51394.9,2009.0,Mixed
2016-01-01 01:00:00,Fox_lodging_Helen,302.08,7.2,0.0,-6.7,1017.0,1.5,1,5,1,1,51394.9,2009.0,Mixed
2016-01-01 02:00:00,Fox_lodging_Helen,300.0,6.1,0.0,-5.0,1016.9,0.0,2,5,1,1,51394.9,2009.0,Mixed
2016-01-01 03:00:00,Fox_lodging_Helen,304.93,5.0,0.0,-5.6,1017.4,0.0,3,5,1,1,51394.9,2009.0,Mixed
2016-01-01 04:00:00,Fox_lodging_Helen,297.5,4.4,0.0,-5.6,1017.2,0.0,4,5,1,1,51394.9,2009.0,Mixed
2016-01-01 05:00:00,Fox_lodging_Helen,295.37,4.4,0.0,-5.0,1017.4,0.0,5,5,1,1,51394.9,2009.0,Mixed
2016-01-01 06:00:00,Fox_lodging_Helen,294.92,2.8,0.0,-5.0,1018.0,0.0,6,5,1,1,51394.9,2009.0,Mixed
2016-01-01 07:00:00,Fox_lodging_Helen,290.88,3.3,0.0,-5.0,1018.9,0.0,7,5,1,1,51394.9,2009.0,Mixed
2016-01-01 08:00:00,Fox_lodging_Helen,290.85,3.3,0.0,-3.9,1019.4,0.0,8,5,1,1,51394.9,2009.0,Mixed
2016-01-01 09:00:00,Fox_lodging_Helen,272.32,5.6,0.0,-2.8,1020.0,1.5,9,5,1,1,51394.9,2009.0,Mixed
2016-01-01 10:00:00,Fox_lodging_Helen,245.2,8.3,0.0,-3.3,1020.5,0.0,10,5,1,1,51394.9,2009.0,Mixed
2016-01-01 11:00:00,Fox_lodging_Helen,234.35,10.6,0.0,-4.4,1020.5,0.0,11,5,1,1,51394.9,2009.0,Mixed
2016-01-01 12:00:00,Fox_lodging_Helen,229.12,12.2,0.0,-3.9,1019.8,0.0,12,5,1,1,51394.9,2009.0,Mixed
2016-01-01 13:00:00,Fox_lodging_Helen,237.37,14.4,2.0,-3.3,1018.5,0.0,13,5,1,1,51394.9,2009.0,Mixed
2016-01-01 14:00:00,Fox_lodging_Helen,247.77,16.7,2.0,-1.7,1017.7,0.0,14,5,1,1,51394.9,2009.0,Mixed
2016-01-01 15:00:00,Fox_lodging_Helen,254.32,17.8,2.0,-1.1,1017.4,0.0,15,5,1,1,51394.9,2009.0,Mixed
2016-01-01 16:00:00,Fox_lodging_Helen,290.33,18.9,4.0,-0.6,1017.4,0.0,16,5,1,1,51394.9,2009.0,Mixed
2016-01-01 17:00:00,Fox_lodging_Helen,308.97,18.3,4.0,-0.6,1017.7,2.6,17,5,1,1,51394.9,2009.0,Mixed
2016-01-01 18:00:00,Fox_lodging_Helen,311.68,17.2,4.0,0.0,1018.1,2.1,18,5,1,1,51394.9,2009.0,Mixed
2016-01-01 19:00:00,Fox_lodging_Helen,309.87,14.4,4.0,0.6,1018.9,2.1,19,5,1,1,51394.9,2009.0,Mixed
2016-01-01 20:00:00,Fox_lodging_Helen,311.9,12.2,2.0,0.6,1019.2,1.5,20,5,1,1,51394.9,2009.0,Mixed
