timestamp,building_id,meter_reading,airTemperature,cloudCoverage,dewTemperature,seaLvlPressure,windSpeed,hour,day_of_week,month,day_of_year,sqm,yearbuilt,climate_zone
2016-01-10 21:00:00,Panther_lodging_Kara,29.6057,13.3,2.0,8.9,1018.3,5.1,21,7,1,10,18667.3,2006.0,Hot-Humid
2016-01-13 05:00:00,Panther_lodging_Kara,39.4876,8.9,2.0,-0.6,1022.7,4.1,5,3,1,13,18667.3,2006.0,Hot-Humid
2016-01-14 03:00:00,Panther_lodging_Kara,22.4043,8.3,2.0,5.0,1021.7,2.6,3,4,1,14,18667.3,2006.0,Hot-Humid
2016-01-14 21:00:00,Panther_lodging_Kara,27.2053,17.2,2.0,12.8,1018.6,2.1,21,4,1,14,18667.3,2006.0,Hot-Humid
2016-01-20 23:00:00,Panther_lodging_Kara,33.2064,8.3,2.0,6.1,1024.2,1.5,23,3,1,20,18667.3,2006.0,Hot-Humid
2016-01-23 21:00:00,Panther_lodging_Kara,38.4074,6.7,2.0,1.1,1016.8,7.7,21,6,1,23,18667.3,2006.0,Hot-Humid
2016-01-28 19:00:00,Panther_lodging_Kara,29.2056,17.8,8.0,16.7,1008.8,3.6,19,4,1,28,18667.3,2006.0,Hot-Humid
2016-01-29 23:00:00,Panther_lodging_Kara,24.4047,11.7,6.666666666666667,5.0,1019.5,3.1,23,5,1,29,18667.3,2006.0,Hot-Humid
2016-01-31 02:00:00,Panther_lodging_Kara,20.0039,13.3,5.333333333333334,10.0,1020.8,0.0,2,7,1,31,18667.3,2006.0,Hot-Humid
2016-02-14 19:00:00,Panther_lodging_Kara,32.7663,16.7,4.0,9.4,1023.2,3.6,19,7,2,45,18667.3,2006.0,Hot-Humid
2016-02-15 03:00:00,Panther_lodging_Kara,24.0046,11.7,2.666666666666667,10.0,1021.6,0.0,3,1,2,46,18667.3,2006.0,Hot-Humid
2016-02-15 17:00:00,Panther_lodging_Kara,22.8044,21.7,1.3333333333333335,13.9,1015.4,5.1,17,1,2,46,18667.3,2006.0,Hot-Humid
2016-02-26 03:00:00,Panther_lodging_Kara,20.804,8.9,0.0,6.7,1022.3,2.1,3,5,2,57,18667.3,2006.0,Hot-Humid
2016-03-22 06:00:00,Panther_lodging_Kara,38.0474,7.2,0.0,4.4,1026.7,0.0,6,2,3,82,18667.3,2006.0,Hot-Humid
2016-03-30 00:00:00,Panther_lodging_Kara,27.6053,19.4,2.0,17.8,1018.8,2.1,0,3,3,90,18667.3,2006.0,Hot-Humid
2016-04-11 08:00:00,Panther_lodging_Kara,16.4032,20.6,4.0,15.0,1024.2,3.1,8,1,4,102,18667.3,2006.0,Hot-Humid
2016-04-11 22:00:00,Panther_lodging_Kara,28.4055,19.4,2.0,13.3,1021.2,3.6,22,1,4,102,18667.3,2006.0,Hot-Humid
2016-04-20 06:00:00,Panther_lodging_Kara,16.0031,13.9,2.6666666666666665,12.8,1018.9,0.0,6,3,4,111,18667.3,2006.0,Hot-Humid
2016-04-25 10:00:00,Panther_lodging_Kara,20.0039,26.7,3.333333333333333,17.2,1017.8,4.6,10,1,4,116,18667.3,2006.0,Hot-Humid
2016-04-29 06:00:00,Panther_lodging_Kara,18.0035,20.6,4.0,19.4,1016.1,0.0,6,5,4,120,18667.3,2006.0,Hot-Humid
2016-04-30 06:00:00,Panther_lodging_Kara,17.2033,21.7,4.0,20.0,1014.6,3.1,6,6,4,121,18667.3,2006.0,Hot-Humid
2016-05-02 20:00:00,Panther_lodging_Kara,27.2053,26.1,2.0,21.7,1014.8,4.6,20,1,5,123,18667.3,2006.0,Hot-Humid
2016-05-05 06:00:00,Panther_lodging_Kara,15.603,15.0,0.0,11.7,1008.1,3.1,6,4,5,126,18667.3,2006.0,Hot-Humid
2016-05-12 12:00:00,Panther_lodging_Kara,17.2033,28.3,0.5714285714285714,18.3,1020.5,0.0,12,4,5,133,18667.3,2006.0,Hot-Humid
2016-05-16 20:00:00,Panther_lodging_Kara,24.8048,25.0,1.1428571428571428,21.7,1018.9,3.1,20,1,5,137,18667.3,2006.0,Hot-Humid
2016-05-17 00:00:00,Panther_lodging_Kara,22.4043,24.4,1.7142857142857142,21.7,1019.4,3.6,0,2,5,138,18667.3,2006.0,Hot-Humid
2016-05-17 12:00:00,Panther_lodging_Kara,22.0042,30.6,1.7142857142857142,21.7,1017.8,5.1,12,2,5,138,18667.3,2006.0,Hot-Humid
2016-05-18 12:00:00,Panther_lodging_Kara,21.2041,30.6,1.7142857142857142,20.0,1015.9,6.2,12,3,5,139,18667.3,2006.0,Hot-Humid
2016-05-19 16:00:00,Panther_lodging_Kara,24.4047,24.4,1.7142857142857142,20.6,1014.5,4.1,16,4,5,140,18667.3,2006.0,Hot-Humid
2016-05-20 04:00:00,Panther_lodging_Kara,16.0031,22.2,4.0,20.6,1016.4,0.0,4,5,5,141,18667.3,2006.0,Hot-Humid
2016-05-20 18:00:00,Panther_lodging_Kara,148.7487,27.2,5.0,19.4,1016.7,0.0,18,5,5,141,18667.3,2006.0,Hot-Humid
2016-05-20 19:00:00,Panther_lodging_Kara,173.5935,26.7,6.0,19.4,1017.5,0.0,19,5,5,141,18667.3,2006.0,Hot-Humid
2016-05-20 20:00:00,Panther_lodging_Kara,191.757,25.6,6.333333333333333,20.6,1017.9,0.0,20,5,5,141,18667.3,2006.0,Hot-Humid
2016-05-20 21:00:00,Panther_lodging_Kara,171.7932,26.1,6.666666666666667,20.0,1018.3,1.5,21,5,5,141,18667.3,2006.0,Hot-Humid
2016-05-20 22:00:00,Panther_lodging_Kara,154.9899,25.0,7.0,20.6,1018.3,0.0,22,5,5,141,18667.3,2006.0,Hot-Humid
2016-05-20 23:00:00,Panther_lodging_Kara,165.1519,25.0,7.0,20.6,1018.6,1.5,23,5,5,141,18667.3,2006.0,Hot-Humid
2016-05-21 00:00:00,Panther_lodging_Kara,165.3119,23.9,7.0,20.6,1018.2,4.1,0,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 01:00:00,Panther_lodging_Kara,163.9516,23.3,8.0,20.6,1017.7,1.5,1,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 02:00:00,Panther_lodging_Kara,157.6304,22.8,7.666666666666667,21.1,1015.1,5.1,2,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 03:00:00,Panther_lodging_Kara,155.27,22.8,7.333333333333333,21.1,1015.0,2.1,3,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 04:00:00,Panther_lodging_Kara,150.7491,22.8,7.0,21.1,1015.1,0.0,4,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 05:00:00,Panther_lodging_Kara,149.2688,23.3,7.0,21.7,1015.9,0.0,5,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 06:00:00,Panther_lodging_Kara,143.9078,22.2,7.0,21.1,1016.1,0.0,6,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 07:00:00,Panther_lodging_Kara,140.5871,23.3,6.0,21.1,1016.6,0.0,7,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 08:00:00,Panther_lodging_Kara,140.6671,25.0,6.0,21.7,1017.2,2.6,8,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 09:00:00,Panther_lodging_Kara,143.7878,26.1,6.0,21.7,1017.6,3.1,9,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 10:00:00,Panther_lodging_Kara,154.0297,26.7,6.0,21.1,1017.5,3.1,10,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 11:00:00,Panther_lodging_Kara,164.5517,27.8,6.0,20.6,1017.5,4.1,11,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 12:00:00,Panther_lodging_Kara,172.1132,28.3,6.0,20.6,1016.8,2.1,12,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 13:00:00,Panther_lodging_Kara,178.8345,30.0,6.0,20.6,1016.0,5.1,13,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 14:00:00,Panther_lodging_Kara,172.9934,30.0,5.0,20.6,1015.2,5.1,14,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 15:00:00,Panther_lodging_Kara,183.5554,32.2,4.0,20.0,1014.2,6.7,15,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 16:00:00,Panther_lodging_Kara,174.1136,31.7,4.0,18.3,1013.6,5.7,16,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 17:00:00,Panther_lodging_Kara,184.8357,31.7,2.0,18.3,1013.4,5.1,17,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 18:00:00,Panther_lodging_Kara,193.2373,30.6,2.0,17.2,1013.1,6.2,18,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 19:00:00,Panther_lodging_Kara,191.1569,28.9,2.0,17.2,1013.6,4.1,19,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 20:00:00,Panther_lodging_Kara,198.9984,26.7,2.0,17.8,1014.1,2.1,20,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 21:00:00,Panther_lodging_Kara,187.3962,25.6,0.0,17.8,1014.7,2.6,21,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 22:00:00,Panther_lodging_Kara,184.7557,25.0,2.0,18.3,1014.9,2.6,22,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-21 23:00:00,Panther_lodging_Kara,185.3958,24.4,2.0,18.9,1014.8,3.6,23,6,5,142,18667.3,2006.0,Hot-Humid
2016-05-22 00:00:00,Panther_lodging_Kara,185.3958,23.9,0.0,19.4,1014.3,1.5,0,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 01:00:00,Panther_lodging_Kara,184.1955,22.8,0.0,19.4,1014.1,2.1,1,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 02:00:00,Panther_lodging_Kara,175.1138,22.2,0.0,20.0,1013.7,2.6,2,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 03:00:00,Panther_lodging_Kara,166.4321,22.8,0.0,20.6,1013.4,2.1,3,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 04:00:00,Panther_lodging_Kara,161.4712,22.2,2.0,20.6,1012.8,2.1,4,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 05:00:00,Panther_lodging_Kara,163.1115,21.7,3.333333333333333,20.6,1013.0,2.1,5,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 06:00:00,Panther_lodging_Kara,157.7905,22.2,4.666666666666666,21.1,1013.3,2.6,6,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 07:00:00,Panther_lodging_Kara,153.2296,23.3,6.0,21.7,1013.7,2.6,7,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 08:00:00,Panther_lodging_Kara,158.4706,25.0,5.0,21.7,1013.4,3.6,8,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 09:00:00,Panther_lodging_Kara,159.3107,27.8,4.0,20.6,1013.5,4.6,9,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 10:00:00,Panther_lodging_Kara,162.0713,28.3,4.0,20.0,1013.3,5.1,10,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 11:00:00,Panther_lodging_Kara,158.1505,29.4,4.0,18.9,1012.8,5.7,11,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 12:00:00,Panther_lodging_Kara,171.7932,30.6,4.0,18.3,1012.2,5.7,12,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 13:00:00,Panther_lodging_Kara,185.4758,31.1,4.0,17.2,1011.6,7.7,13,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 14:00:00,Panther_lodging_Kara,198.7984,31.7,4.0,16.1,1011.1,6.2,14,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 15:00:00,Panther_lodging_Kara,196.838,31.7,4.0,14.4,1010.7,9.3,15,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 16:00:00,Panther_lodging_Kara,189.6766,31.1,4.5,13.3,1010.4,8.2,16,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 17:00:00,Panther_lodging_Kara,190.8768,30.0,5.0,13.3,1010.8,7.7,17,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 18:00:00,Panther_lodging_Kara,198.8784,28.9,5.5,13.9,1011.0,6.7,18,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 19:00:00,Panther_lodging_Kara,202.8391,26.7,6.0,14.4,1011.5,7.2,19,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 20:00:00,Panther_lodging_Kara,216.6018,25.6,6.333333333333333,15.6,1011.8,5.1,20,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 21:00:00,Panther_lodging_Kara,204.5195,24.4,6.666666666666667,15.0,1012.2,3.6,21,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 22:00:00,Panther_lodging_Kara,206.5999,24.4,7.0,15.6,1012.6,6.2,22,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-22 23:00:00,Panther_lodging_Kara,210.2006,23.9,7.0,15.6,1013.1,3.6,23,7,5,143,18667.3,2006.0,Hot-Humid
2016-05-23 00:00:00,Panther_lodging_Kara,204.5195,23.3,7.0,16.7,1013.4,2.6,0,1,5,144,18667.3,2006.0,Hot-Humid
2016-05-23 01:00:00,Panther_lodging_Kara,179.9947,22.8,8.0,16.7,1013.2,1.5,1,1,5,144,18667.3,2006.0,Hot-Humid
2016-05-23 02:00:00,Panther_lodging_Kara,178.8745,21.7,7.0,17.2,1012.4,0.0,2,1,5,144,18667.3,2006.0,Hot-Humid
2016-05-23 03:00:00,Panther_lodging_Kara,176.15400000000002,21.1,6.0,17.2,1012.1,1.5,3,1,5,144,18667.3,2006.0,Hot-Humid
2016-05-23 04:00:00,Panther_lodging_Kara,175.8339,21.1,5.0,17.2,1012.2,0.0,4,1,5,144,18667.3,2006.0,Hot-Humid
2016-05-23 05:00:00,Panther_lodging_Kara,166.5521,21.1,4.0,17.8,1012.6,1.5,5,1,5,144,18667.3,2006.0,Hot-Humid
2016-05-23 06:00:00,Panther_lodging_Kara,174.3136,20.6,2.0,17.2,1013.6,0.0,6,1,5,144,18667.3,2006.0,Hot-Humid
2016-05-23 07:00:00,Panther_lodging_Kara,168.7126,22.8,2.0,18.3,1013.8,0.0,7,1,5,144,18667.3,2006.0,Hot-Humid
2016-05-23 08:00:00,Panther_lodging_Kara,173.7135,25.0,2.0,18.3,1014.2,2.6,8,1,5,144,18667.3,2006.0,Hot-Humid
2016-05-23 09:00:00,Panther_lodging_Kara,179.3546,26.7,2.0,17.2,1014.4,2.1,9,1,5,144,18667.3,2006.0,Hot-Humid
2016-05-23 10:00:00,Panther_lodging_Kara,170.1128,27.2,4.0,16.1,1014.7,2.1,10,1,5,144,18667.3,2006.0,Hot-Humid
2016-05-23 11:00:00,Panther_lodging_Kara,185.7158,27.2,4.0,15.0,1014.7,3.1,11,1,5,144,18667.3,2006.0,Hot-Humid
2016-05-23 12:00:00,Panther_lodging_Kara,179.2746,28.9,4.0,15.6,1014.3,4.1,12,1,5,144,18667.3,2006.0,Hot-Humid
2016-05-23 13:00:00,Panther_lodging_Kara,178.2744,28.9,4.0,13.9,1014.1,1.5,13,1,5,144,18667.3,2006.0,Hot-Humid
2016-05-23 14:00:00,Panther_lodging_Kara,196.0778,30.6,4.0,13.9,1013.5,3.6,14,1,5,144,18667.3,2006.0,Hot-Humid
